version 2, schema unit_stats_land_tables
Unit(string)	Size(int)	_x0023__x0020_Horses(int)	_x0023__x0020_Artillery(int)	Officer(string)	Drummer(optstring)	Standard_x0020_Bearer(optstring)	Soldier_x0020_Model(string)	Man_entity_x0020_-_x0020_links_x0020_to_x0020_battle_entities_x0020_table(string)	Man_x0020_Animations_x0020_Table(string)	Warscape_Equipment_Theme_IDRef(string)	Armor_Value(int)	Armor_Audio(string)	Unused1(int)	Mount_x0020_Model(optstring)	Cavalry_x0020_Battle_x0020_Entity(optstring)	Mount_x0020_Animations_x0020_Table(optstring)	Unused2(string)	Unused3(string)	Carriage_x0020_Battle_x0020_Entity(optstring)	Ammo_x0020_Train_x0020_Battle_x0020_Entity(optstring)	Ammo_x0020_Caisson_x0020_Model(optstring)	Artillery_1(optstring)	Has_Artillery_2(boolean)	Gun(optstring)	Primary_x0020_Missile_x0020_Weapon(optstring)	Accuracy(int)	Reloading_x0020_Skill(int)	Unused4(string)	Firing_x0020_Mechanism(string)	Projectile(optstring)	Ammo(int)	Unused5(optstring)	Melee_x0020_Weapon_x0020_Type(string)	Melee_x0020_Attack_x0020_Skill(int)	Charge_x0020_Bonus(int)	Defense_x0020_Skill(int)	Shield_x0020_Bonus(int)	Unused6(string)	Unknown_x0020__x0023_Most_x0020_Likely_x0020_Unused_x0023_(string)	Unused7(string)	Training(string)	Morale(int)	Deployed_x0020_Ranks(int)	File_x0020_Spacing(float)	Rank_x0020_Spacing(float)	Unused8(float)	Unused9(float)	File_x0020_Spacing_x0020_Dismounted(float)	Rank_x0020_Spacing_x0020_Dismounted(float)	Unused10(float)	Anti_Cavalry_Bonus(int)	Can_x0020_Throw_x0020_Grenades(boolean)	Can_x0020_Skirmish(boolean)	Can_x0020_Guard(boolean)	Can_x0020_Dismount(boolean)	Can_x0020_Place_x0020_Stakes(boolean)	Is_x0020_Slow_x0020_Moving(boolean)	Can_x0020_Rally_x0020_Comrades_x0020__x0023_Has_x0020_No_x0020_In-Game_x0020_Effect_x0023_(boolean)	Can_x0020_Hide_x0020_In_x0020_Woodland(boolean)	Can_Hide_in_Light_Scrub(boolean)	Can_Hide_in_Long_Grass(boolean)	Can_Hide_in_Buildings(boolean)	Can_Hide_When_Walking(boolean)	Can_Hide_While_Firing(boolean)	Can_Fire_from_Horseback(boolean)	Tree_x0020_Spotting_x0020_Distance(float)	Scrub_x0020_Spotting_x0020_Distance(float)	Long_x0020_Grass_x0020_Spotting_x0020_Distance(float)	Paths_x0020_Seldom_x0020_Trod(boolean)	Garrison_x0020_Police_x0020_Bonus(boolean)	Discipined(boolean)	Impetuous(boolean)	Scares_x0020_Horses(boolean)	Scares_x0020_Enemies(boolean)	Inspires_x0020_Allies(boolean)	Good_x0020_Stamina(boolean)	Can_x0020_Use_x0020_Rope_x0020_Ladders(boolean)	Heat_x0020_Resistant(boolean)	Cold_x0020_Resistant(boolean)	Can_x0020_Do_x0020_Formed_x0020_Attack(boolean)	Can_x0020_Use_x0020_Pike_x0020_Wall(boolean)	Can_x0020_Use_x0020_Pike_x0020_Square(boolean)	Can_x0020_Shoot_x0020_While_x0020_Moving(boolean)
"euro_militia_infantry"	160	0	0	"euro_officer1"	"euro_bugler"	"euro_standard_bearer"	"euro_militia_infantry"	"infantry_euro_medium"	"man_musket"	"x_euro_musket"	2	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	25	10	"0"	"matchlock"	"musket_matchlock"	15	"foot_musket"	"plug_bayonet"	4	8	7	0	"foot_bayonet"	"0"	"drill_set_infantry_mob"	"poorly_trained"	4	3	1.2	2	2.4	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	true	false	false	true	false	false	false
"euro_militia_infantry_colonial_militia"	160	0	0	"euro_officer1"	"euro_bugler"	"euro_standard_bearer"	"euro_militia_infantry"	"infantry_euro_medium"	"man_musket"	"x_euro_musket"	2	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	25	10	"0"	"matchlock"	"musket_matchlock"	15	"foot_musket"	"plug_bayonet"	4	8	7	0	"foot_bayonet"	"0"	"drill_set_infantry_mob"	"poorly_trained"	4	3	1.2	2	2.4	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	true	false	false	true	false	false	false
"euro_militia_infantry_colonial_tutorial_rubbish"	160	0	0	"euro_officer1"	"euro_bugler"	"euro_standard_bearer"	"euro_militia_infantry"	"infantry_euro_medium"	"man_musket_sabre"	"x_euro_musket_sword"	2	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	25	10	"0"	"matchlock"	"musket_matchlock"	5	"foot_musket"	"sword"	7	8	2	0	"one_handed"	"0"	"drill_set_infantry_mob"	"poorly_trained"	4	3	1.2	2	2.4	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false
"euro_militia_infantry_minutemen"	160	0	0	"euro_officer1"	nil	"euro_guerilla_standard_bearer"	"euro_minutemen"	"infantry_euro_medium"	"man_musket"	"x_euro_musket_axe"	2	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	30	15	"0"	"flintlock"	"musket_flintlock"	15	"foot_musket"	"tomahawk"	8	5	4	0	"foot_axe"	"0"	"drill_set_infantry_light"	"trained"	6	3	1.1	2	2.2	4	0	0	20	0	false	true	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	true	false	false	false	false	false	false	false	true	false	false	true	false	false	false
"euro_militia_infantry_provincial_infantry"	160	0	0	"euro_officer1"	"euro_bugler"	"euro_standard_bearer"	"euro_militia_infantry"	"infantry_euro_medium"	"man_musket"	"x_euro_musket"	2	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	25	10	"0"	"flintlock"	"musket_flintlock"	5	"foot_musket"	"plug_bayonet"	4	8	7	0	"foot_bayonet"	"0"	"drill_set_infantry_mob"	"trained"	4	3	1.2	2	2.4	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	true	false	false	true	false	false	false
"nan_iroquois_armed_citizenry"	160	0	0	"nan_iroquois_officer_axe"	nil	nil	"iroquois_braves"	"infantry_euro_light"	"man_axe"	"x_natam_axe"	0	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"tomahawk"	6	5	1	0	"foot_sword"	"0"	"drill_set_infantry_mob"	"mob"	3	4	2.1	2.5	3	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
"nan_iroquois_artillery"	24	0	4	"nan_iroquois_officer_axe"	nil	nil	"iroquois_archer"	"infantry_euro_medium"	"man_axe"	"x_natam_axe"	0	"leather"	1	"horse_artillery"	"horse_medium"	"mount_horse"	"0"	"0"	nil	nil	nil	"Field_Cannon_12lb"	false	"cannon_9_pounder_early"	nil	35	25	"0"	"matchlock"	nil	30	"cannon_crew"	"tomahawk"	3	2	1	0	"foot_axe"	"0"	"drill_set_artillery"	"mob"	3	1	8	8	16	16	1.5	3	7	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
"nan_iroquois_elite"	120	0	0	"nan_iroquois_officer_axe_throwing_axe"	nil	"nan_iroquois_standard_bearer"	"iroquois_elite"	"infantry_euro_medium"	"man_axe"	"x_natam_throwingaxe_axe"	0	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"tomahawk"	45	30	"0"	"none"	"throwing_axe"	4	"foot_thrown_axe"	"tomahawk"	11	10	10	0	"foot_axe"	"0"	"drill_set_infantry_melee"	"mob"	11	4	2.1	2.5	2.2	4	0	0	20	0	false	true	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	true	false	true	false	false	false	false	true	true	true	false	true	false	false	false
"nan_iroquois_generals_bodyguard"	60	60	0	"native_american_general"	nil	nil	"iroquois_archer"	"infantry_euro_heavy"	"rider_axe"	"x_natam_cavalry_axe"	0	"leather"	1	"na_generals_horse"	"horse_light"	"mount_horse"	"5"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"tomahawk"	7	10	5	0	"mounted_hack"	"0"	"drill_set_cavalry"	"mob"	9	4	2.2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	true	false	false	false	false	false	false	false	50	75	100	true	false	false	false	false	false	true	false	false	true	false	false	false	false	false
"nan_iroquois_medicine_men"	120	0	0	"nan_iroquois_officer_axe_throwing_axe"	nil	"nan_iroquois_standard_bearer"	"iroquois_medicineman"	"infantry_euro_light"	"man_axe"	"x_natam_throwingaxe_axe"	0	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"tomahawk"	45	20	"0"	"none"	"throwing_axe"	4	"foot_thrown_axe"	"tomahawk"	9	8	9	0	"foot_axe"	"0"	"drill_set_infantry_line"	"mob"	9	4	2.1	2.5	2.2	4	0	0	20	0	false	false	true	false	false	false	true	true	true	true	false	false	false	false	50	75	100	true	false	false	false	false	false	true	true	true	true	false	true	false	false	false
"nan_iroquois_mohawk_elite_warriors"	120	0	0	"nan_iroquois_officer_musket_axe"	nil	nil	"iroquois_mohawk_elite_warriors"	"infantry_euro_light"	"man_archer"	"x_natam_bow_axe"	2	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"bow"	40	15	"0"	"none"	"bow"	15	"foot_bow"	"tomahawk"	10	8	5	0	"foot_axe"	"0"	"drill_set_infantry_light"	"mob"	8	3	2.1	2.5	2.2	4	0	0	10	0	false	true	true	false	false	false	false	true	true	true	true	true	false	false	50	100	150	true	false	false	false	false	false	false	false	true	true	false	false	false	false	false
"sp_ed_rogers_rangers"	80	0	0	"euro_officer_mid"	"euro_bugler"	nil	"rogers_rangers"	"infantry_euro_light"	"man_musket"	"x_euro_musket_axe"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	65	35	"0"	"flintlock"	"musket_light_infantry_flintlock"	20	"foot_musket"	"axe"	9	11	6	0	"foot_knife"	"0"	"drill_set_infantry_light"	"mob"	10	3	2.1	2.5	2.2	4	0	0	15	0	false	true	true	false	false	false	false	true	true	true	false	false	false	false	50	100	150	true	false	false	false	false	false	false	true	true	true	false	false	false	false	false
"sp_ed_wild_geese"	160	0	0	"euro_officer2"	"euro_drummer1"	"euro_standard_bearer"	"wild_geese"	"infantry_euro_medium"	"man_musket"	"x_euro_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	50	50	"0"	"flintlock"	"musket_flintlock"	15	"foot_musket"	"plug_bayonet"	11	11	16	0	"foot_bayonet"	"0"	"drill_set_infantry_line"	"trained"	11	3	1.1	2	2.2	4	0	0	20	0	false	false	true	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	true	false	false	true	false	false	false
"spanish_grenadiers"	80	0	0	"euro_officer2"	"euro_drummer1"	"euro_standard_bearer"	"spain_grenadiers"	"infantry_euro_heavy"	"man_musket"	"x_euro_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	45	35	"0"	"flintlock"	"musket_flintlock"	15	"foot_musket"	"plug_bayonet"	10	14	13	0	"foot_bayonet"	"0"	"drill_set_infantry_grenadiers"	"elite"	8	3	1.1	2	2.2	4	0	0	20	0	true	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	true	false	false	false	false	false	true	false	false	true	false	false	false
"spanish_guardias_de_corp"	60	60	0	"euro_officer1"	"euro_bugler"	nil	"spain_guardias_de_corps"	"infantry_euro_medium"	"rider_sabre"	"x_euro_cavalry_sword"	3	"leather"	1	"horse_heavy_all_grey"	"horse_heavy"	"mount_horse"	"6"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"sword"	19	17	12	0	"mounted_sword"	"0"	"drill_set_cavalry"	"elite"	12	4	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	false	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	true	false	false	false	false	false	false	false	false
"spanish_guardias_de_infanteria"	160	0	0	"euro_officer1"	"euro_drummer1"	"euro_standard_bearer"	"spain_guardias_de_infanteria"	"infantry_euro_heavy"	"man_musket"	"x_euro_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	50	55	"0"	"flintlock"	"musket_flintlock"	15	"foot_musket"	"plug_bayonet"	9	13	15	0	"foot_bayonet"	"0"	"drill_set_infantry_line"	"elite"	11	3	1.1	2	2.2	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	true	false	false	false	true	false	true	false	false	true	false	false	false
"east_light_cavalry_qizilbashi"	60	60	0	"eastern_officer"	"eastern_bugler"	nil	"East_Qizilbashi_Light_Cavalry"	"infantry_euro_medium"	"rider_musket_sabre"	"x_india_cavalry_musket_sabre"	3	"leather"	1	"horse_mixed_browns"	"horse_light"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	"carbine"	40	20	"0"	"matchlock"	"musket_matchlock"	10	"mounted_carbine"	"sabre"	10	14	6	0	"mounted_slash"	"1"	"drill_set_cavalry"	"trained"	8	4	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	true	false	false	false	false	false	true	50	100	150	true	false	false	false	false	false	false	true	false	true	false	false	false	false	true
"east_missile_cavalry_zamindari"	60	60	0	"eastern_officer"	"eastern_bugler"	nil	"east_zamindari"	"infantry_euro_medium"	"rider_archer_sabre"	"x_india_cavalry_bow_sabre"	3	"chain"	1	"horse_irregular"	"horse_light"	"mount_horse"	"4"	"4"	nil	nil	nil	nil	false	nil	"bow"	30	10	"0"	"none"	"bow"	20	"mounted_bow"	"sabre"	7	10	4	0	"mounted_slash"	"0"	"drill_set_cavalry"	"poorly_trained"	6	4	2	4.5	4	9	0	0	10	0	false	true	true	false	false	false	false	true	false	false	false	false	false	true	50	100	150	false	false	false	false	false	false	false	true	false	true	false	false	false	false	true
"east_pikemen_zamindari"	160	0	0	"eastern_officer"	"eastern_drummer1"	"eastern_standard_bearer_common"	"east_zamindari"	"infantry_euro_heavy"	"man_pike"	"x_east_pike"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"pike"	7	2	9	0	"foot_pike"	"0"	"drill_set_infantry_melee"	"trained"	5	4	1.1	2	2.2	4	0	0	20	8	false	false	true	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	true	false	true	true	false	false
"east_sikh_infantry_musketeers"	160	0	0	"eastern_sikh_officer"	"eastern_sikh_drummer"	"eastern_sikh_standard_bearer"	"east_sikh_infantry_musketeers"	"infantry_euro_medium"	"man_musket"	"x_east_musket"	4	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	45	30	"0"	"matchlock"	"musket_matchlock"	15	"foot_musket"	"plug_bayonet"	7	10	12	0	"foot_bayonet"	"0"	"drill_set_infantry_line"	"poorly_trained"	8	3	1.1	2	2.2	4	0	0	20	0	false	false	true	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	true	true	false	true	false	false	false
"east_sikh_warriors"	160	0	0	"eastern_sikh_officer"	nil	"eastern_sikh_standard_bearer"	"east_sikh_warriors"	"infantry_euro_heavy"	"man_sword_shield"	"x_east_sword_shield"	4	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"sword"	14	12	7	7	"foot_sword"	"0"	"drill_set_infantry_melee"	"poorly_trained"	9	4	1.3	2	2.6	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	true	true	false	true	false	false	false
"east_sipahi_cavalry"	60	60	0	"eastern_cavalry_officer_lance"	"eastern_bugler"	nil	"east_sipahi"	"infantry_euro_medium"	"rider_lance"	"x_east_cavalry_lance_shield"	6	"leather"	1	"horse_eastern"	"horse_medium"	"mount_horse"	"5"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"lance"	14	23	5	0	"mounted_lance"	"0"	"drill_set_cavalry"	"well_trained"	10	4	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	false	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	true	false	false	false	false	false
"east_sipahi_cavalry_colonial"	60	60	0	"eastern_cavalry_officer_lance"	"eastern_bugler"	nil	"euro_native_company_cavalry"	"infantry_euro_medium"	"rider_lance"	"x_east_cavalry_lance"	6	"leather"	1	"horse_mixed_browns"	"horse_medium"	"mount_horse"	"5"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"lance"	9	21	5	0	"mounted_lance"	"0"	"drill_set_cavalry"	"well_trained"	8	4	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	true	false	false	false	false	false
"east_war_elephant_lancers_howdah"	40	20	0	"eastern_elephant_officer_lance"	nil	nil	"east_war_elephant_musketry_howdah"	"infantry_euro_medium"	"rider_elephant_lance"	"x_india_elephant_lance"	3	"leather"	1	"elephant"	"elephant"	"mount_elephant"	"10"	"2"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"lance"	25	26	4	0	"mounted_lance"	"0"	"drill_set_cavalry"	"trained"	10	2	6	6	12	12	0	0	8	0	false	false	false	false	false	false	false	false	false	false	false	false	false	false	50	75	100	false	false	false	false	true	true	false	false	false	true	false	false	false	false	false
"east_war_elephant_musketry_howdah"	40	20	0	"eastern_elephant_officer_musket_lance"	nil	nil	"east_war_elephant_musketry_howdah"	"infantry_euro_medium"	"rider_elephant_musket"	"x_india_cavalry_musket_lance"	3	"leather"	1	"elephant"	"elephant"	"mount_elephant"	"10"	"2"	nil	nil	nil	nil	false	nil	"musket"	45	25	"0"	"flintlock"	"musket_flintlock"	20	"elephant_crew"	"lance"	22	27	5	0	"mounted_lance"	"0"	"drill_set_cavalry"	"trained"	11	2	6	6	12	12	0	0	8	0	false	false	false	false	false	false	false	false	false	false	false	false	false	false	50	75	100	false	false	false	false	true	true	false	false	false	true	false	false	false	false	false
"elite_2nd_hussars"	60	60	0	"euro_officer_mid"	"euro_bugler"	nil	"prussia_2nd_hussars"	"infantry_euro_medium"	"rider_sabre"	"x_euro_cavalry_sabre"	3	"leather"	1	"horse_all_white"	"horse_light"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"sabre"	13	17	8	0	"mounted_slash"	"0"	"drill_set_cavalry"	"well_trained"	11	4	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	100	150	true	false	false	false	false	false	true	true	false	false	false	false	false	false	false
"elite_blue_guard"	160	0	0	"euro_officer1"	"euro_drummer1"	"euro_standard_bearer"	"netherlands_blue_guards"	"infantry_euro_heavy"	"man_musket"	"x_euro_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	55	60	"0"	"flintlock"	"musket_flintlock"	15	"foot_musket"	"plug_bayonet"	11	15	17	0	"foot_bayonet"	"0"	"drill_set_infantry_line"	"elite"	12	3	1.1	2	2.2	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	true	false	false	false	true	false	true	false	false	true	false	false	false
"elite_bosniaks"	60	60	0	"euro_officer2"	"euro_bugler"	nil	"prussia_bosniaks"	"infantry_euro_medium"	"rider_lance"	"x_euro_cavalry_lance"	3	"leather"	1	"horse_mixed_browns"	"horse_light"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"lance"	9	27	5	0	"mounted_lance"	"0"	"drill_set_cavalry"	"well_trained"	8	4	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
"elite_frei-korps"	120	0	0	"euro_officer2"	"euro_bugler"	nil	"prussia_freikorps"	"infantry_euro_light"	"man_musket"	"x_euro_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	50	35	"0"	"flintlock"	"musket_light_infantry_flintlock"	20	"foot_musket"	"rifle_butt"	6	5	8	0	"foot_bayonet"	"0"	"drill_set_infantry_light"	"well_trained"	8	3	1.1	2	5	4	0	0	10	0	false	true	true	false	false	false	false	true	true	true	true	false	false	false	50	100	150	false	false	false	false	false	false	false	true	true	false	false	false	false	false	false
"elite_garde_a_cheval"	60	60	0	"euro_officer1"	"euro_bugler"	nil	"russia_garde_cheval"	"infantry_euro_medium"	"rider_sabre"	"x_euro_cavalry_sword"	7	"leather"	1	"horse_heavy_all_black"	"horse_heavy"	"mount_horse"	"6"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"sword"	21	19	10	0	"mounted_sword"	"0"	"drill_set_cavalry"	"elite"	13	4	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	false	false	false	false	false	false	false	50	75	100	false	false	false	true	false	false	true	false	false	false	false	false	false	false	false
"elite_garde_du_corp"	60	60	0	"euro_officer1"	"euro_bugler"	nil	"netherlands_garde_de_corps"	"infantry_euro_medium"	"rider_sabre"	"x_euro_cavalry_sword"	3	"leather"	1	"horse_heavy_all_black"	"horse_heavy"	"mount_horse"	"6"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"sword"	21	19	10	0	"mounted_sword"	"0"	"drill_set_cavalry"	"elite"	13	4	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	false	false	false	false	false	false	false	50	75	100	false	false	false	true	false	false	true	false	false	false	false	false	false	false	false
"elite_guard_grenadiers"	80	0	0	"euro_officer2"	"euro_drummer1"	"euro_standard_bearer"	"poland_lithuania_guard_grenadiers"	"infantry_euro_heavy"	"man_musket"	"x_euro_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	50	50	"0"	"flintlock"	"musket_flintlock"	15	"foot_musket"	"plug_bayonet"	11	15	15	0	"foot_bayonet"	"0"	"drill_set_infantry_grenadiers"	"elite"	11	3	1.1	2	2.2	4	0	0	20	0	true	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	true	false	false	false	true	false	true	false	false	true	false	false	false
"elite_horse_guards"	60	60	0	"euro_officer1"	"euro_bugler"	nil	"british_horse_guards"	"infantry_euro_medium"	"rider_sabre"	"x_euro_cavalry_sword"	3	"leather"	1	"horse_heavy_all_black"	"horse_heavy"	"mount_horse"	"6"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"sword"	21	19	10	0	"mounted_sword"	"0"	"drill_set_cavalry"	"elite"	13	4	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	false	false	false	false	false	false	false	50	75	100	false	false	false	true	false	false	true	false	false	false	false	false	false	false	false
"elite_hungarian_grenadiers"	80	0	0	"euro_officer2"	"euro_drummer1"	"euro_standard_bearer"	"austrian_hungarian_grenadiers"	"infantry_euro_heavy"	"man_musket"	"x_euro_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	50	40	"0"	"flintlock"	"musket_flintlock"	15	"foot_musket"	"plug_bayonet"	9	13	14	0	"foot_bayonet"	"0"	"drill_set_infantry_grenadiers"	"elite"	9	3	1.1	2	2.2	4	0	0	20	0	true	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	true	false	false	false	false	false	true	false	false	true	false	false	false
"elite_legion_united_states"	120	0	0	"euro_officer2"	"euro_bugler"	nil	"united_states_american_legion"	"infantry_euro_light"	"man_musket"	"x_euro_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	50	35	"0"	"flintlock"	"musket_light_infantry_flintlock"	20	"foot_musket"	"plug_bayonet"	6	9	10	0	"foot_bayonet"	"0"	"drill_set_infantry_light"	"well_trained"	8	3	1.1	2	5	4	0	0	10	0	false	true	true	false	false	false	false	true	true	false	true	false	false	false	50	100	150	false	false	false	false	false	false	false	true	true	false	false	false	false	false	false
"elite_siemenovski_foot_guards"	160	0	0	"euro_officer1"	"euro_drummer1"	"euro_standard_bearer"	"russia_siemenovski_foot_guards"	"infantry_euro_heavy"	"man_musket"	"x_euro_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	50	50	"0"	"flintlock"	"musket_flintlock"	15	"foot_musket"	"plug_bayonet"	13	19	15	0	"foot_bayonet"	"0"	"drill_set_infantry_line"	"elite"	12	3	1.1	2	2.2	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	true	false	false	false	true	false	true	false	false	true	false	false	false
"elite_swiss_guard"	160	0	0	"euro_officer1"	"euro_drummer1"	"euro_standard_bearer"	"france_swiss_guards"	"infantry_euro_heavy"	"man_musket"	"x_euro_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	55	60	"0"	"flintlock"	"musket_flintlock"	15	"foot_musket"	"plug_bayonet"	13	16	17	0	"foot_bayonet"	"0"	"drill_set_infantry_line"	"elite"	12	3	1.1	2	2.2	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	true	false	false	false	true	false	true	false	false	true	false	false	false
"elite_usmc"	120	0	0	"euro_officer1"	"euro_drummer1"	"euro_standard_bearer"	"united_states_marine_corps"	"infantry_euro_heavy"	"man_musket"	"x_euro_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	50	45	"0"	"flintlock"	"musket_flintlock"	15	"foot_musket"	"plug_bayonet"	7	11	14	0	"foot_bayonet"	"0"	"drill_set_infantry_line"	"elite"	9	3	1.1	2	2.2	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	true	false	false	false	true	false	true	false	false	true	false	false	false
"elite_walloon_guards"	160	0	0	"euro_officer1"	"euro_drummer1"	"euro_standard_bearer"	"spain_walloon_guards"	"infantry_euro_heavy"	"man_musket"	"x_euro_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	55	60	"0"	"flintlock"	"musket_flintlock"	15	"foot_musket"	"plug_bayonet"	11	15	17	0	"foot_bayonet"	"0"	"drill_set_infantry_line"	"elite"	12	3	1.1	2	2.2	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	true	false	false	false	true	false	true	false	false	true	false	false	false
