version 3, schema units_tables
Unit_ID(string)	Screen_Name(string)	Category(string)	Class(string)	MP_Cost_Early(int)	MP_Cost_Late(int)	Turns_to_Build(int)	Cost(int)	Upkeep(int)	Campaign_Map_Action_Points(int)	Enabled__x0023__True_x0020_Disabled__x0023__False(boolean)	unknown4(string)	Unit_Icon_Path(string)	Unit_Info_Pic_Path(string)	Localisation_Key(string)	Region_IDRef(optstring)	Unit_Limit(int)	MP_Category(string)	Early_Availability(boolean)	Related_with_x0020_Early_x0020_availability(boolean)	Late_Availability(boolean)	unknown9(int)	Garrison_Availability(boolean)	MP_Unit_Limit(int)
"armed_citizenry_africa"	"Armed Populace"	"infantry"	"infantry_mob"	260	220	0	0	0	24	true	"infantry_citizen"	"armed_citizenry_africa_icon_infs"	"armed_citizenry_africa_info_infs"	"armed_citizenry_africa"	"global"	0	"mp_infantry"	false	false	false	0	true	0
"armed_citizenry_bows_native_american"	"Armed Tribesmen"	"infantry"	"infantry_mob"	290	250	0	0	0	24	true	"infantry_citizen"	"Native_american_braves_icon_infb"	"Native_american_braves_info_infb"	"armed_citizenry_africa"	"global"	0	"mp_infantry"	false	false	false	0	true	0
"armed_citizenry_europe"	"Armed Citizenry"	"infantry"	"infantry_mob"	230	200	0	0	0	24	true	"infantry_citizen"	"armed_citizenry_europe_icon_infp"	"armed_citizenry_europe_info_infp"	"armed_citizenry_africa"	"global"	0	"mp_infantry"	false	false	false	0	true	0
"armed_citizenry_india"	"Armed Populace"	"infantry"	"infantry_mob"	260	220	0	0	0	24	true	"infantry_citizen"	"East_armed_citizenry_india_icon_infs"	"East_armed_citizenry_india_info_infs"	"armed_citizenry_africa"	"global"	0	"mp_infantry"	false	false	false	0	true	0
"armed_citizenry_matchlocks_africa"	"Firelock Armed Populace"	"infantry"	"infantry_mob"	200	180	0	0	0	24	true	"infantry_citizen"	"armed_citizenry_africa_icon_infm"	"armed_citizenry_africa_info_infm"	"armed_citizenry_africa"	"global"	0	"mp_infantry"	false	false	false	0	true	0
"armed_citizenry_matchlocks_europe"	"Firelock Armed Citizenry"	"infantry"	"infantry_mob"	200	180	0	0	0	24	true	"infantry_citizen"	"armed_citizenry_europe_icon_infm"	"armed_citizenry_europe"	"armed_citizenry_africa"	"global"	0	"mp_infantry"	false	false	false	0	true	0
"armed_citizenry_matchlocks_india"	"Firelock Armed Populace"	"infantry"	"infantry_mob"	200	180	0	0	0	24	true	"infantry_citizen"	"East_armed_citizenry_india_icon_infm"	"East_armed_citizenry_india_info_infm"	"armed_citizenry_africa"	"global"	0	"mp_infantry"	false	false	false	0	true	0
"armed_citizenry_matchlocks_middle_east"	"Firelock Armed Populace"	"infantry"	"infantry_mob"	200	180	0	0	0	24	true	"infantry_citizen"	"East_armed_citizenry_middle_east_icon_infm"	"East_armed_citizenry_middle_east_info_infm"	"armed_citizenry_africa"	"global"	0	"mp_infantry"	false	false	false	0	true	0
"armed_citizenry_middle_east"	"Armed Populace"	"infantry"	"infantry_mob"	260	220	0	0	0	24	true	"infantry_citizen"	"East_armed_citizenry_middle_east_icon_infs"	"East_armed_citizenry_middle_east_info_infs"	"armed_citizenry_africa"	"global"	0	"mp_infantry"	false	false	false	0	true	0
"armed_citizenry_native_american"	"Armed Tribesmen"	"infantry"	"infantry_mob"	230	200	0	0	0	24	true	"infantry_citizen"	"Native_american_braves_icon_infp"	"Native_american_braves_info_infp"	"armed_citizenry_africa"	"global"	0	"mp_infantry"	false	false	false	0	true	0
"armed_citizenry_pirates"	"Pirate Mob"	"infantry"	"infantry_mob"	570	500	0	0	0	24	true	"infantry_citizen"	"Euro_Pirate_icon_infm"	"Euro_Pirate_info_infm"	"armed_citizenry_africa"	"global"	0	"mp_infantry"	false	false	false	0	true	0
"armed_peasantry"	"Armed Peasantry"	"infantry"	"infantry_militia"	230	200	1	330	80	24	true	"infantry_peasant"	"East_Ethnic_Peasants_Firelocks_icon_inf1"	"east_ethnic_peasants_firelocks"	"armed_citizenry_africa"	"global"	0	"mp_infantry"	true	false	false	0	false	0
"armed_peasantry_bhumiya"	"Bhumiya Bowmen"	"infantry"	"infantry_mob"	290	250	1	410	100	24	true	"infantry_bowmen"	"East_armed_peasantry_bhumiya_icon_infb"	"East_armed_peasantry_bhumiya_info_infb"	"armed_citizenry_africa"	"global"	0	"mp_infantry"	true	false	false	0	false	0
"armed_peasantry_semenys"	"Semenys"	"infantry"	"infantry_mob"	200	180	1	290	70	24	true	"infantry_peasant"	"East_Ethnic_Peasants_Firelocks_icon_inf1"	"east_ethnic_peasants_firelocks"	"armed_citizenry_africa"	"global"	0	"mp_infantry"	true	false	false	0	false	0
"armed_peasantry_tufangis"	"Tufangis"	"infantry"	"infantry_mob"	200	180	1	290	70	24	true	"infantry_generic"	"East_armed_peasantry_tufangis_icon_infm"	"East_armed_peasantry_tufangis_info_infm"	"armed_citizenry_africa"	"global"	0	"mp_infantry"	true	false	false	0	false	0
"azzars"	"Azzars"	"infantry"	"infantry_irregulars"	540	480	1	720	180	25	true	"infantry_generic"	"East_Azzars_icon_infm"	"East_Azzars_info_infm"	"azzars"	"middle_east_and_europe"	0	"mp_infantry"	true	false	false	0	false	0
"barbary_xebec"	"Xebec"	"naval_frigate"	"naval_xebec"	670	550	2	720	180	83	true	"naval_captain"	"xebec"	"xebec"	"barbary_xebec"	"med_coast"	0	"mp_naval_line_of_battle"	true	true	true	0	false	0
"bashibazouks"	"Bashi-Bazouks"	"infantry"	"infantry_irregulars"	400	360	1	580	140	25	true	"infantry_bashi"	"Bashi_Bazouks_icon_infs"	"Bashi_Bazouks_info_infs"	"azzars"	"middle_east"	0	"mp_infantry"	true	false	false	0	false	0
"bomb_ketch"	"Bomb Ketch"	"naval_specialist"	"naval_bomb_ketch"	1120	945	1	1190	290	78	true	"naval_captain"	"bomb_ketch"	"bomb_ketch"	"bomb_ketch"	"global"	0	"mp_naval_small_ship"	false	false	true	0	false	0
"bomb_ketch_american"	"Bomb Ketch"	"naval_specialist"	"naval_bomb_ketch"	1190	980	1	1225	300	78	true	"naval_captain"	"bomb_ketch"	"bomb_ketch"	"bomb_ketch"	"global"	0	"mp_naval_small_ship"	false	false	true	0	false	0
"bomb_ketch_british"	"Bomb Ketch"	"naval_specialist"	"naval_bomb_ketch"	1225	1015	1	1260	310	78	true	"naval_captain"	"bomb_ketch"	"bomb_ketch"	"bomb_ketch"	"global"	0	"mp_naval_small_ship"	false	false	true	0	false	0
"bomb_ketch_french"	"Bomb Ketch"	"naval_specialist"	"naval_bomb_ketch"	1155	945	1	1330	330	78	true	"naval_captain"	"bomb_ketch"	"bomb_ketch"	"bomb_ketch"	"global"	0	"mp_naval_small_ship"	false	false	true	0	false	0
"bomb_ketch_spanish"	"Bomb Ketch"	"naval_specialist"	"naval_bomb_ketch"	1120	945	1	1190	290	78	true	"naval_captain"	"bomb_ketch"	"bomb_ketch"	"bomb_ketch"	"global"	0	"mp_naval_small_ship"	false	false	true	0	false	0
"brig"	"Brig"	"naval_auxiliary"	"naval_brig"	500	410	1	700	170	83	true	"naval_captain"	"brig"	"brig"	"brig"	"global"	0	"mp_naval_line_of_battle"	true	true	true	0	false	0
"brig_american"	"Brig"	"naval_auxiliary"	"naval_brig"	540	440	1	670	160	83	true	"naval_captain"	"brig"	"brig"	"brig"	"global"	0	"mp_naval_line_of_battle"	true	true	true	0	false	0
"brig_british"	"Brig"	"naval_auxiliary"	"naval_brig"	560	460	1	700	170	83	true	"naval_captain"	"brig"	"brig"	"brig"	"global"	0	"mp_naval_line_of_battle"	true	true	true	0	false	0
"brig_french"	"Brig"	"naval_auxiliary"	"naval_brig"	510	420	1	750	180	83	true	"naval_captain"	"brig"	"brig"	"brig"	"global"	0	"mp_naval_line_of_battle"	true	true	true	0	false	0
"brig_spanish"	"Brig"	"naval_auxiliary"	"naval_brig"	500	410	1	680	170	83	true	"naval_captain"	"brig"	"brig"	"brig"	"global"	0	"mp_naval_line_of_battle"	true	true	true	0	false	0
"carronade_frigate"	"Carronade Frigate"	"naval_frigate"	"naval_sixth_rate"	1000	820	2	1160	290	83	true	"naval_captain"	"6th_rate_carronade"	"1d_24_carronade"	"carronade_frigate"	"global"	0	"mp_naval_line_of_battle"	false	false	true	0	false	0
"carronade_frigate_american"	"Carronade Frigate"	"naval_frigate"	"naval_sixth_rate"	1080	890	2	1120	280	83	true	"naval_captain"	"6th_rate_carronade"	"1d_24_carronade"	"carronade_frigate"	"global"	0	"mp_naval_line_of_battle"	false	false	true	0	false	0
"carronade_frigate_british"	"Carronade Frigate"	"naval_frigate"	"naval_sixth_rate"	1100	900	2	1170	290	83	true	"naval_captain"	"6th_rate_carronade"	"1d_24_carronade"	"carronade_frigate"	"global"	0	"mp_naval_line_of_battle"	false	false	true	0	false	0
"carronade_frigate_french"	"Carronade Frigate"	"naval_frigate"	"naval_sixth_rate"	1030	850	2	1310	320	83	true	"naval_captain"	"6th_rate_carronade"	"1d_24_carronade"	"carronade_frigate"	"global"	0	"mp_naval_line_of_battle"	false	false	true	0	false	0
"carronade_frigate_spanish"	"Carronade Frigate"	"naval_frigate"	"naval_sixth_rate"	1000	830	2	1150	280	83	true	"naval_captain"	"6th_rate_carronade"	"1d_24_carronade"	"carronade_frigate"	"global"	0	"mp_naval_line_of_battle"	false	false	true	0	false	0
"cazadores"	"Cazadores"	"infantry"	"infantry_skirmishers"	780	690	1	990	240	25	true	"infantry_generic"	"Euro_Guerillas"	"guerillas"	"euro_elite_light_infantry_green_jackets"	"europe"	0	"mp_infantry"	false	false	true	0	false	0
"cossack_cavalry"	"Cossacks"	"cavalry"	"cavalry_light"	720	640	1	930	270	28	true	"cavalry_cossacks"	"cossack_cavalry_icon_cav1"	"cossack_cavalry"	"cossack_cavalry"	"russia_home_regions"	0	"mp_cavalry"	true	true	true	0	false	0
"cossack_cavalry_hetman"	"Cossack Ataman Cavalry"	"cavalry"	"cavalry_light"	820	730	1	1050	310	28	true	"cavalry_cossacks"	"cossack_hetman_icon_cavs"	"cossack_hetman_info_cavs"	"cossack_cavalry"	"russia_home_regions"	2	"mp_cavalry"	true	true	true	0	false	0
"cossack_infantry"	"Cossack Infantry"	"infantry"	"infantry_line"	620	540	1	810	200	25	true	"infantry_generic"	"cossack_infantry_icon_inf1"	"cossack_infantry"	"cossack_cavalry"	"russia_home_regions"	0	"mp_infantry"	true	true	true	0	false	0
"deli_scouts"	"Deli Horsemen"	"cavalry"	"cavalry_irregular"	770	680	1	990	290	28	true	"cavalry_generic"	"Ottoman_Deli_Scout_icon_cavs"	"Ottoman_Deli_Scout_info_cavs"	"deli_scouts"	"global"	0	"mp_cavalry"	true	true	true	0	false	0
"desert_warriors"	"Desert Warriors"	"infantry"	"infantry_militia"	470	420	1	640	160	25	true	"infantry_warrior_east"	"East_Desert_Nomads"	"east_desert_nomads"	"desert_warriors"	"desert"	0	"mp_infantry"	false	false	false	0	false	0
"dhow"	"Dhow (Trade Ship)"	"naval_merchant"	"naval_dhow"	50	40	2	500	50	78	true	"naval_captain"	"dhow"	"dhow"	"dhow"	"global"	0	"mp_naval_line_of_battle"	false	false	false	0	false	0
"east_camel_gunners"	"Shaturnal Camel Gunners"	"cavalry"	"cavalry_missile"	550	480	1	730	210	28	true	"camels"	"East_Desert_Nomads_icon_cav2"	"east_desert_nomad_camelry"	"east_camel_gunners"	"camels"	0	"mp_cavalry"	false	true	true	0	false	0
"east_desert_nomad_camelry"	"Camel Nomads"	"cavalry"	"cavalry_camels"	660	580	1	860	250	28	true	"camels"	"East_Desert_Nomads_icon_cavs"	"East_Desert_Nomads_info_cavs"	"east_desert_nomad_camelry"	"camels"	0	"mp_cavalry"	false	true	false	0	false	0
"east_desert_nomads"	"Nomads"	"infantry"	"infantry_militia"	470	420	1	640	160	25	true	"infantry_generic"	"East_Desert_Nomads_icon_inf1"	"east_desert_nomads"	"desert_warriors"	"desert"	0	"mp_infantry"	false	false	false	0	false	0
"east_ethnic_hillmen_musketeers"	"Hillmen"	"infantry"	"infantry_skirmishers"	510	450	1	680	170	25	true	"infantry_generic"	"East_Ethnic_Hillmen_Musketeers_icon_infm"	"east_ethnic_hillmen_musketeers"	"east_ethnic_hillmen_musketeers"	"middle_east"	0	"mp_infantry"	false	true	false	0	false	0
"east_ethnic_hillmen_musketeers_afghan"	"Afghan Hillmen"	"infantry"	"infantry_skirmishers"	580	510	1	770	190	25	true	"infantry_musketeers"	"East_Ethnic_Hillmen_Musketeers_icon_infm"	"east_ethnic_hillmen_afghan"	"east_ethnic_hillmen_musketeers"	"afghans"	0	"mp_infantry"	false	true	false	0	false	0
"east_ethnic_hillmen_musketeers_kurdish"	"Kurdish Hillmen"	"infantry"	"infantry_skirmishers"	590	520	1	780	190	25	true	"infantry_generic"	"East_Ethnic_Hillmen_Musketeers_icon_infm"	"east_ethnic_hillmen_musketeers"	"east_ethnic_hillmen_musketeers"	"kurds"	0	"mp_infantry"	false	true	false	0	false	0
"east_ethnic_musketeers_bargir"	"Bargir Infantry"	"infantry"	"infantry_line"	830	730	1	1050	260	24	true	"infantry_musketeers"	"East_Ethnic_Musketmen_Bargir_icon_infm"	"East_Ethnic_Musketmen_Bargir_info_infm"	"east_ethnic_musketeers_bargir"	"global"	0	"mp_infantry"	false	false	true	0	false	0
"east_ethnic_musketmen"	"Musketmen"	"infantry"	"infantry_line"	760	670	1	970	240	24	true	"infantry_musketmen"	"East_Ethnic_Musketmen_icon_infm"	"east_ethnic_musketmen"	"east_ethnic_musketmen"	"middle_east"	0	"mp_infantry"	false	false	false	0	false	0
"east_ethnic_musketmen_fellahin_musketeers"	"Fellahin Musketeers"	"infantry"	"infantry_militia"	490	430	1	660	160	24	true	"infantry_musketmen"	"East_Ethnic_Musketmen_Fellahin_icon_infm"	"east_fellahin_musketeers"	"east_ethnic_musketmen"	"middle_east"	0	"mp_infantry"	false	true	false	0	false	0
"east_ethnic_musketmen_hindu_musketeers"	"Hindu Musketeers"	"infantry"	"infantry_line"	590	520	1	770	190	24	true	"infantry_musketmen"	"east_indian_Infantry_icon_infm"	"east_indian_Infantry_info_infm"	"east_ethnic_musketmen"	"hindu"	0	"mp_infantry"	true	true	true	0	false	0
"east_ethnic_musketmen_isarelys"	"Isarelys"	"infantry"	"infantry_line"	620	550	1	820	200	24	true	"infantry_musketmen"	"East_Ethnic_Musketmen_icon_infm"	"east_ethnic_musketmen"	"east_ethnic_musketmen"	"middle_east"	0	"mp_infantry"	true	true	true	0	false	0
"east_ethnic_musketmen_mughal_musketeers"	"Qizilbashi Musketeers"	"infantry"	"infantry_line"	830	730	1	1050	260	24	true	"infantry_musketmen"	"east_ethnic_musketmen_mughal_musketeers_icon_infm"	"east_ethnic_musketmen_mughal_musketeers_info_infm"	"east_ethnic_musketmen"	"global"	0	"mp_infantry"	false	true	true	0	false	0
"east_ethnic_peasants_firelocks"	"Firelock Peasantry"	"infantry"	"infantry_mob"	440	390	1	600	150	24	true	"infantry_peasant"	"East_Ethnic_Peasants_Firelocks"	"east_ethnic_peasants_firelocks"	"armed_citizenry_africa"	"middle_east"	0	"mp_infantry"	true	false	false	0	false	0
"east_ethnic_peasants_fodder"	"Peasants"	"infantry"	"infantry_mob"	350	300	1	480	120	24	true	"infantry_peasant"	"East_Ethnic_Peasants_Fodder_icon_inf1"	"east_ethnic_peasants_fodder"	"landless_rabble"	"middle_east"	0	"mp_infantry"	true	false	false	0	false	0
"east_ethnic_swordsmen"	"Swordsmen"	"infantry"	"infantry_melee"	610	540	1	800	200	24	true	"infantry_swordsmen"	"East_Ethnic_Swordsmen_icon_infs"	"East_Ethnic_Swordsmen_info_infs"	"east_ethnic_swordsmen"	"middle_east"	0	"mp_infantry"	false	true	false	0	false	0
"east_ethnic_swordsmen_fellahin"	"Fellahin"	"infantry"	"infantry_melee"	610	540	1	800	200	24	true	"infantry_swordsmen"	"East_Ethnic_Musketmen_Fellahin_icon_infs"	"East_Ethnic_Musketmen_Fellahin_info_infs"	"east_ethnic_swordsmen"	"middle_east"	0	"mp_infantry"	false	false	false	0	false	0
"east_ethnic_swordsmen_hindu_warriors"	"Hindu Warriors"	"infantry"	"infantry_melee"	610	540	1	810	200	24	true	"infantry_warrior_east"	"east_indian_Infantry_icon_infs"	"east_indian_Infantry_info_infs"	"east_ethnic_swordsmen"	"hindu"	0	"mp_infantry"	true	false	true	0	false	0
"east_ethnic_swordsmen_islamic_swordsmen"	"Islamic Swordsmen"	"infantry"	"infantry_melee"	700	610	1	900	220	24	true	"infantry_swordsmen"	"East_Ethnic_Swordsmen_icon_infs"	"East_Ethnic_Swordsmen_info_infs"	"east_ethnic_swordsmen"	"islam"	0	"mp_infantry"	true	true	true	0	false	0
"east_ethnic_warriors"	"Sword Warriors"	"infantry"	"infantry_melee"	590	520	1	770	190	24	true	"infantry_warrior_east"	"East_Sikh_Warriors"	"east_ethnic_swordsmen"	"east_ethnic_swordsmen"	"middle_east"	0	"mp_infantry"	false	false	false	0	false	0
"east_ethnic_warriors_barbary_pirates"	"Barbary Pirates"	"infantry"	"infantry_melee"	430	380	1	590	140	24	true	"infantry_warrior_east"	"Barbary_Pirates_icon_inf1"	"east_ethnic_warriors_barbary_pirates"	"east_ethnic_swordsmen"	"north_africa"	0	"mp_infantry"	false	false	false	0	false	0
"east_ethnic_warriors_dervishes"	"Dervishes"	"infantry"	"infantry_melee"	860	760	1	1080	270	25	true	"infantry_warrior_east"	"East_Ethnic_Warriors_dervish_icon_infa"	"East_Ethnic_Warriors_dervish_info_infa"	"east_ethnic_swordsmen"	"india"	0	"mp_infantry"	true	true	true	0	false	0
"east_generals_bodyguard"	"General's Bodyguard"	"cavalry"	"general"	450	400	1	850	60	29	true	"general"	"east_ethnic_swordsmen_icon_cav2"	"east_generals_bodyguard"	"euro_generals_bodyguard"	"global"	0	"mp_cavalry"	true	true	true	0	false	0
"east_grenade_launchers"	"Janissary Hand Mortar Bölük"	"infantry"	"infantry_grenadiers"	780	670	2	820	200	24	true	"infantry_hand_mortars"	"Ottoman_Beylick_Grenadiers_icon_gren"	"east_grenade_launchers"	"euro_grenade_launchers"	"global"	0	"mp_infantry"	false	false	true	0	false	0
"east_guard_cavalry_ahadis"	"Ahadis"	"cavalry"	"cavalry_heavy"	1090	970	2	1320	390	28	true	"cavalry_guards_ahadis"	"east_guard_cavalry_ahadis_icon_cavl"	"east_guard_cavalry_ahadis_info_cavl"	"east_guard_cavalry_ahadis"	"global"	6	"mp_cavalry"	false	false	true	0	false	0
"east_irregular_cavalry_pindari"	"Pindari Horsemen"	"cavalry"	"cavalry_irregular"	610	530	1	800	240	28	true	"cavalry_pindari"	"east_ethnic_swordsmen_icon_cav1"	"east_irregular_cavalry_pindari"	"east_irregular_cavalry_pindari"	"india"	0	"mp_cavalry"	true	true	true	0	false	0
"east_lancers"	"Native Lancers"	"cavalry"	"cavalry_lancers"	740	660	1	960	280	28	true	"cavalry_generic"	"East_lancers_icon_cavl"	"East_lancers_info_cavl"	"euro_lancers"	"global"	0	"mp_cavalry"	true	true	true	0	false	0
"east_lancers_bargir"	"Bargir Lancers"	"cavalry"	"cavalry_lancers"	810	720	1	1040	310	28	true	"cavalry_lancers_bargir"	"East_Ethnic_Musketmen_Bargir_icon_cavl"	"East_Ethnic_Musketmen_Bargir_info_cavl"	"euro_lancers"	"global"	0	"mp_cavalry"	false	true	true	0	false	0
"east_lancers_silladar"	"Silladar Lancers"	"cavalry"	"cavalry_lancers"	610	540	1	810	240	28	true	"cavalry_silladar"	"East_lancers_silladar_icon_cavl"	"east_lancers_silladar"	"euro_lancers"	"global"	0	"mp_cavalry"	true	true	false	0	false	0
"east_light_cavalry_qizilbashi"	"Qizilbashi Cavalry"	"cavalry"	"cavalry_light"	820	720	1	1040	310	28	true	"cavalry_qizilibashi"	"East_Qizilbashi_Light_Cavalry_icon_cavs"	"East_Qizilbashi_Light_Cavalry_info_cavs"	"east_light_cavalry_qizilbashi"	"india"	0	"mp_cavalry"	true	true	true	0	false	0
"east_missile_cavalry_zamindari"	"Zamindari Horsemen"	"cavalry"	"cavalry_missile"	690	600	1	890	260	28	true	"cavalry_zamindari"	"east_zamindari_icon_cavb"	"east_zamindari_info_cavb"	"east_missile_cavalry_zamindari"	"global"	0	"mp_cavalry"	true	true	false	0	false	0
"east_pikemen_zamindari"	"Zamindari Pikemen"	"infantry"	"infantry_melee"	400	350	1	560	140	24	true	"infantry_pikemen"	"east_zamindari_icon_infp"	"east_zamindari_info_infp"	"east_missile_cavalry_zamindari"	"global"	0	"mp_infantry"	true	true	false	0	false	0
"east_sikh_infantry_musketeers"	"Sikh Musketeers"	"infantry"	"infantry_line"	880	780	1	1100	270	24	true	"infantry_generic"	"East_Sikh_Infantry_musketeers_icon_infm"	"east_sikh_infantry_musketeers_musket"	"sikh_musketeers"	"sikh"	0	"mp_infantry"	true	false	true	0	false	0
"east_sikh_warriors"	"Sikh Warriors"	"infantry"	"infantry_melee"	740	650	1	950	230	24	true	"infantry_warrior_east"	"East_Sikh_Warriors_icon_infs"	"East_Sikh_Warriors_info_infs"	"sikh_musketeers"	"sikh"	0	"mp_infantry"	true	false	true	0	false	0
"east_sipahi_cavalry"	"Sipahis"	"cavalry"	"cavalry_heavy"	950	840	1	1180	350	28	true	"cavalry_sipahi"	"east_sipahi_icon_cavl"	"east_sipahi_info_cavl"	"east_sipahi_cavalry"	"global"	0	"mp_cavalry"	false	true	true	0	false	0
"east_sipahi_cavalry_colonial"	"Native Indian Cavalry"	"cavalry"	"cavalry_standard"	890	790	1	1120	330	28	true	"cavalry_sipahi"	"Euro_Native_Company_Cavalry"	"east_sipahi_cavalry"	"east_sipahi_cavalry_colonial"	"india"	0	"mp_cavalry"	false	false	false	0	false	0
"east_war_elephant_lancers_howdah"	"War Elephants"	"elephants"	"elephants"	1010	880	3	1230	300	26	true	"elephants"	"East_war_Elephant_Musketry_Howdah_icon_pike"	"East_war_Elephant_Musketry_Howdah_info_pike"	"east_war_elephant_lancers_howdah"	"india"	0	"mp_cavalry"	false	true	true	0	false	0
"east_war_elephant_musketry_howdah"	"Elephant Musketeers"	"elephants"	"elephants"	1080	950	3	1300	320	25	true	"elephants"	"East_war_Elephant_Musketry_Howdah_icon_musk"	"East_war_Elephant_Musketry_Howdah_info_musk"	"east_war_elephant_lancers_howdah"	"india"	0	"mp_cavalry"	false	false	true	0	false	0
"elite_2nd_hussars"	"2nd Hussars"	"cavalry"	"cavalry_light"	1030	910	1	1270	310	28	true	"cavalry_death_head_hussar"	"Prussia_2nd_Hussars_icon_cavs"	"Prussia_2nd_Hussars_info_cavs"	"elite_2nd_hussars"	"prussia"	1	"mp_cavalry"	false	false	true	0	false	4
"elite_blue_guard"	"Blue Guard"	"infantry"	"infantry_elite"	1370	1320	2	1690	420	24	true	"infantry_generic"	"Netherlands_Blue_Guards_icon_infm"	"Netherlands_Blue_Guards_info_infm"	"elite_blue_guards"	"holland_home_regions"	1	"mp_infantry"	false	true	true	0	false	4
"elite_bosniaks"	"Bosniaks"	"cavalry"	"cavalry_lancers"	910	810	1	1140	280	28	true	"cavalry_generic"	"Prussia_Bosniaks_icon_cavl"	"Prussia_Bosniaks_info_cavl"	"elite_bosniaks"	"prussia_home_regions"	1	"mp_cavalry"	false	false	true	0	false	4
"elite_frei-korps"	"Frei-korps"	"infantry"	"infantry_light"	1000	880	1	1230	300	25	true	"infantry_generic"	"Prussia_Freikorps_icon_infm"	"Prussia_Freikorps_info_infm"	"elite_frei-korps"	"europe"	0	"mp_infantry"	false	true	true	0	false	0
"elite_garde_a_cheval"	"Garde à Cheval"	"cavalry"	"cavalry_heavy"	1230	1080	2	1450	360	28	true	"cavalry_life_guards"	"Russia_Garde_a_Cheval_icon_cavs"	"Russia_Garde_a_Cheval_info_cavs"	"elite_garde_a_cheval"	"russia_home_regions"	1	"mp_cavalry"	false	true	true	0	false	4
"elite_garde_du_corp"	"Garde de Corp"	"cavalry"	"cavalry_heavy"	1110	980	2	1350	330	28	true	"cavalry_life_guards"	"Netherlands_Garde_de_Corps_icon_cavs"	"Netherlands_Garde_de_Corps_info_cavs"	"elite_garde_du_corp"	"holland_home_regions"	1	"mp_cavalry"	false	true	true	0	false	4
"elite_guard_grenadiers"	"Guard Grenadiers"	"infantry"	"infantry_grenadiers"	730	790	1	1120	280	24	true	"infantry_grenadiers"	"Poland_Lithuania_Guard_Grenadiers_icon_infm"	"Poland_Lithuania_Guard_Grenadiers_info_infm"	"elite_guard_grenadiers"	"poland_home_regions"	1	"mp_infantry"	false	true	true	0	false	4
"elite_horse_guards"	"Horse Guards"	"cavalry"	"cavalry_heavy"	1110	980	2	1350	330	28	true	"cavalry_life_guards"	"British_Horse_Guards_icon_cavs"	"British_Horse_Guards_info_cavs"	"elite_garde_du_corp"	"britain_home_regions"	1	"mp_cavalry"	false	true	true	0	false	4
"elite_hungarian_grenadiers"	"Hungarian Grenadiers"	"infantry"	"infantry_grenadiers"	640	710	1	1020	250	24	true	"infantry_grenadiers"	"Austrian_Hungarian_Grenadiers_icon_infm"	"Austrian_Hungarian_Grenadiers_info_infm"	"elite_hungarian_grenadiers"	"hungary"	10	"mp_infantry"	false	true	true	0	false	4
"elite_legion_united_states"	"Legion of the United States"	"infantry"	"infantry_light"	1030	910	1	1260	310	25	true	"infantry_generic"	"United_States_American_Legion_icon_infm"	"United_States_American_Legion_info_infm"	"elite_legion_united_states"	"americas"	0	"mp_infantry"	false	true	true	0	false	0
"elite_siemenovski_foot_guards"	"Siemenovski Foot Guards"	"infantry"	"infantry_elite"	1330	1280	2	1650	410	24	true	"infantry_guard"	"Russia_Siemenovski_Foot_Guards_icon_infm"	"Russia_Siemenovski_Foot_Guards_info_infm"	"elite_siemenovski_foot_guards"	"russia_home_regions"	1	"mp_infantry"	false	true	true	0	false	4
"elite_swiss_guard"	"Swiss Guard"	"infantry"	"infantry_elite"	1380	1330	2	1700	420	24	true	"infantry_generic"	"France_Swiss_Guards_icon_infm"	"France_Swiss_Guards_info_infm"	"elite_swiss_guard"	"france"	1	"mp_infantry"	false	true	true	0	false	4
"elite_usmc"	"US Marines"	"infantry"	"infantry_elite"	820	810	2	1140	280	24	true	"infantry_guard"	"United_States_Marine_Corps_icon_infm"	"United_States_Marine_Corps_info_infm"	"elite_usmc"	"americas"	2	"mp_infantry"	false	true	true	0	false	0
"elite_walloon_guards"	"Walloon Guards"	"infantry"	"infantry_elite"	1370	1320	2	1690	420	24	true	"infantry_guard"	"Spain_Walloon_Guards_icon_infm"	"Spain_Walloon_Guards_info_infm"	"elite_walloon_guards"	"spain_home_regions"	1	"mp_infantry"	false	true	true	0	false	4
"episodic_1_arquebusiers"	"Colonial Militia"	"infantry"	"infantry_militia"	450	560	1	570	60	24	true	"infantry_colonial"	"episodic_armoured_icon_infm"	"episodic_musketman_info_infm"	"episodic_arquebusiers"	"episodic_1"	7	"mp_infantry"	false	false	false	0	false	0
"episodic_1_native_american_archers"	"Powhatan Bowmen"	"infantry"	"infantry_skirmishers"	710	630	1	240	90	25	true	"infantry_bowmen"	"Native_American_Archers_icon_infb"	"Native_american_archers_bow"	"native_american_archers"	"episodic_1"	0	"mp_infantry"	false	false	false	0	false	0
"episodic_1_native_american_warriors"	"Powhatan Warriors"	"infantry"	"infantry_melee"	240	130	1	160	60	25	true	"infantry_warrior_native"	"Native_american_braves_icon_inft"	"Native_american_braves_info_inft"	"native_american_warriors"	"episodic_1"	0	"mp_infantry"	false	false	false	0	false	0
"episodic_1_settlers"	"Jamestown Settlers"	"infantry"	"infantry_militia"	550	580	1	590	70	24	true	"infantry_generic"	"episodic_militia_icon_infm"	"episodic_militia_info_infm"	"episodic_1_settlers"	"episodic_1"	20	"mp_infantry"	false	false	false	0	false	0
